04/17,鳴門大塚,1,徳島,0-1,鹿島,2
04/17,ニッパツ,2,横浜Ｃ,2-2,仙台,0
04/17,昭和電ド,3,大分,0-1,柏,2
04/18,等々力,4,川崎,1-1,広島,0
04/18,ヤンマー,5,Ｃ大阪,1-0,浦和,1
04/17,ベススタ,6,福岡,1-0,Ｆ東京,1
04/17,レモンＳ,7,湘南,0-0,神戸,0
04/18,豊田ス,8,名古屋,1-2,鳥栖,2
04/18,パナスタ,9,Ｇ大阪,0-0,清水,0
04/17,デンカＳ,10,新潟,1-0,金沢,1
04/17,Ｃスタ,11,岡山,1-2,水戸,2
04/17,サンガＳ,12,京都,6-1,北九州,1
04/17,タピスタ,13,琉球,2-0,東京Ｖ,1
