04/21,ノエスタ,1,神戸,0-1,徳島,2
04/21,駅スタ,2,鳥栖,0-1,福岡,2
04/21,アイスタ,3,清水,0-0,横浜Ｍ,0
04/21,三協Ｆ柏,4,柏,1-1,湘南,0
04/21,Ｅスタ,5,広島,0-1,仙台,2
04/21,昭和電ド,6,大分,0-1,Ｆ東京,2
04/21,ニッパツ,7,横浜Ｃ,1-2,浦和,2
04/21,石川西部,8,金沢,2-1,秋田,1
04/21,ニンスタ,9,愛媛,3-1,松本,1
04/21,ヤマハ,10,磐田,3-2,大宮,1
04/21,カンセキ,11,栃木,2-2,新潟,0
04/21,正田スタ,12,群馬,1-0,岡山,1
04/21,ＪＩＴス,13,甲府,2-0,相模原,1
