04/10,Ｅスタ,1,広島,0-1,湘南,2
04/11,札幌ド,2,札幌,2-2,鹿島,0
04/11,味スタ,3,Ｆ東京,2-4,川崎,2
04/11,駅スタ,4,鳥栖,3-0,横浜Ｃ,1
04/11,埼玉,5,浦和,1-0,徳島,1
04/11,ユアスタ,6,仙台,0-0,横浜Ｍ,0
04/11,昭和電ド,7,大分,0-3,名古屋,2
04/11,三協Ｆ柏,8,柏,1-0,Ｇ大阪,1
04/11,ノエスタ,9,神戸,1-1,清水,0
04/10,ヤマハ,10,磐田,4-1,松本,1
04/11,ニンスタ,11,愛媛,2-2,岡山,0
04/11,ＮＤスタ,12,山形,0-2,新潟,2
04/11,Ｋｓスタ,13,水戸,0-2,琉球,2
