03/27,駅スタ,1,鳥栖,1-5,札幌,2
03/27,ユアスタ,2,仙台,0-1,清水,2
03/27,鳴門大塚,3,徳島,0-1,大分,2
03/27,レモンＳ,4,湘南,1-0,横浜Ｃ,1
03/27,埼玉,5,浦和,0-1,柏,2
03/27,ニッパツ,6,横浜Ｍ,5-0,広島,1
03/27,ベススタ,7,福岡,1-5,鹿島,2
03/28,味スタ,8,Ｆ東京,2-0,神戸,1
03/28,ソユスタ,9,秋田,1-0,京都,1
03/27,デンカＳ,10,新潟,7-0,東京Ｖ,1
03/27,ＪＩＴス,11,甲府,0-1,町田,2
03/28,ＮＤスタ,12,山形,0-1,岡山,2
03/28,Ｋｓスタ,13,水戸,3-0,松本,1
