04/03,13:00,日産ス,横浜 Ｆ・マリノス,湘南ベルマーレ
04/03,14:00,ユアスタ,ベガルタ仙台,ヴィッセル神戸
04/03,14:00,豊田ス,名古屋グランパス,ＦＣ東京
04/03,14:00,Ｅスタ,サンフレッチェ広島,ガンバ大阪
04/03,15:00,埼玉,浦和レッズ,鹿島アントラーズ
04/03,14:00,ベススタ,アビスパ福岡,北海道コンサドーレ札幌
04/03,17:00,ニッパツ,横浜ＦＣ,柏レイソル
04/03,19:00,等々力,川崎フロンターレ,大分トリニータ
04/04,14:00,アイスタ,清水エスパルス,徳島ヴォルティス
04/04,14:00,ニンスタ,愛媛ＦＣ,ザスパクサツ群馬
04/03,17:00,タピスタ,ＦＣ琉球,大宮アルディージャ
04/04,14:00,サンガＳ,京都サンガF.C.,ジェフユナイテッド千葉
04/04,14:00,みらスタ,レノファ山口ＦＣ,栃木ＳＣ
