04/03,日産ス,1,横浜Ｍ,1-1,湘南,0
04/03,ユアスタ,2,仙台,0-2,神戸,2
04/03,豊田ス,3,名古屋,0-0,Ｆ東京,0
04/03,Ｅスタ,4,広島,0-0,Ｇ大阪,0
04/03,埼玉,5,浦和,2-1,鹿島,1
04/03,ベススタ,6,福岡,1-2,札幌,2
04/03,ニッパツ,7,横浜Ｃ,1-1,柏,0
04/03,等々力,8,川崎,2-0,大分,1
04/04,アイスタ,9,清水,0-3,徳島,2
04/04,ニンスタ,10,愛媛,1-2,群馬,2
04/03,タピスタ,11,琉球,0-0,大宮,0
04/04,サンガＳ,12,京都,2-1,千葉,1
04/04,みらスタ,13,山口,0-1,栃木,2
